,tweet_preprocessed
118,"guy/NNP want/VBZ to/TO boycott/VB hockey/NN because/IN 1/CD out/IN of/IN 82/CD night/NNS ,/, player/NNS wear/VBP a/DT pride/NN jury/NN ’s/NN during/IN warm/JJ up/NNS to/TO sell/VB ticket/NNS …/NFP"
119,how/WRB many/JJ pair/NNS of/IN shoe/NNS do/VBZ one/CD rich/JJ lady/NN need/VBP to/TO own/VB ?/. #/$budget2023/NN #/$ nevervoteliberal/NN #/$ chrystiafreeland/NNP #/$ cdnpoli/NNS …/NFP
120,people/NNS !/.most/JJS of/IN we/PRP have/VBP study/VBN &/CC amp/NNP ;/: graduate/VBD magna/NNP cum/NNP loudmouth/NNP trumpian/NNP politics/NNPS for/IN 5/CD plus/CC yr/NNS ./.we/PRP know/VBP shit/NN when/WRB …/NFP
121,#/$ cdnpoli/NNP just/RB this/DT remark/NN say/VBZ it/PRP all/DT #/$ pierrepoilievreisafascist/NN
122,@globalnew/NNS canadians/NNPS need/VBP a/DT revolution/NN to/TO remove/VB all/DT politician/NNS from/IN the/DT hoc/NNP and/CC start/VB over/RP we/PRP have/VBP fraudulent/JJ el/NNP …/.
123,@bruceanderson/NNP @davozed/NFP canadians/NNPS need/VBP a/DT revolution/NN to/TO remove/VB all/DT politician/NNS from/IN the/DT hoc/NNP and/CC start/VB over/RP we/PRP have/VBP f/NNS …/.
124,"joly/NNP &/CC amp/NNP ;/: anand/NNP have/VBP mjurs/NNP from/IN oxford/NNP (/-LRB- 1yr/JJ law/NN course/NN )/-RRB- ,/, afford/VBG they/PRP what/WDT kind/NN of/IN experience/NN in/IN foreign/NNP affairs/NNPS ,/, pr/NNP …/NFP"
125,@atrupar/NNP canadians/NNPS need/VBP a/DT revolution/NN to/TO remove/VB all/DT politician/NNS from/IN the/DT hoc/NNP and/CC start/VB over/RP we/PRP have/VBP fraudulent/JJ elect/NN …/.
126,canadian/NNS need/VBP a/DT revolution/NN to/TO remove/VB all/DT politician/NNS from/IN the/DT hoc/NNP and/CC start/VB over/RP we/PRP have/VBP fraudulent/JJ election/NNS that/IN …/NFP
127,all/DT level/NNS of/IN govt/NN include/VBG city/NNS be/VBP require/VBN to/TO implement/VB the/DT convention/NN on/IN the/DT right/NNS of/IN #/$ pwd/NN ./.canada/NNP 's/POS commit/NN …/NFP
128,@d33va/VB _/NFP @thejagmeetsingh/NN take/VBG care/NN of/IN tooth/NNS be/VBZ only/RB one/CD of/IN many/JJ thing/NNS the/DT @ndp/NNP be/VBZ work/VBG on/RP ./.bad/JJ tooth/NNS mean/VBP vis/FW …/.
129,#/$ cdnmediafaile/VBN now/RB have/VBZ a/DT foot/NN fetish/JJ ?/. #/$cdnpoli/NNS #/$ cdnpolitic/NNS
130,"@tonih_78/NNP liberal/NNS have/VBP no/DT right/NN to/TO use/VB the/DT word/NN ""/`` merit/NN ""/'' ./.they/PRP vote/VBD to/TO elect/VB substitute/JJ drama/NN teacher/NN on/IN the/DT basis/NN …/NFP"
131,@harry__faulkner/NN and/CC what/WP do/VBP his/PRP$ ndp/NNP supporter/NNS want/VBP ?/. #/$cdnpol/NN
132,"""/`` there/EX be/VBZ a/DT special/JJ place/NN in/IN hell/NNP for/IN woman/NNS who/WP do/VBP not/RB support/VB other/JJ woman/NNS ./. ""/'' -/:madeleine/NNP albright/NNP ,/, first/JJ female/JJ us/NNP se/NNP …/NFP"
133,honour/VBN to/TO meet/VB w/NNP //SYM chief/NNP ken/NNP mcmullen/NNP from/IN @cdnfirechief/NNS today/NN ./.we/PRP discuss/VBD the/DT alarming/JJ rate/NNS of/IN violence/NN again/NNS …/NFP
134,@justintrudeau/NNP 's/POS liberals/NNPS refuse/VBP to/TO answer/VB this/DT basic/NNP question/NN on/IN china/NNP |/NN how/WRB deep/JJ be/VBZ this/DT rabbit/NN hole/NN ?/. !/. #/$cdnpoli/NNS …/NFP
135,#/$ justinflation/NNP #/NNS defundcbc/VBZ #/$ canada/NNP #/$ cdnpoli/NNS #/$ trudeaumustgo/VB #/$ trudeaufortreason/NN #/$ trudeaucorruption/NNP #/NN climatescam/NN …/NFP
136,📉/NNP only/RB 23/CD %/NN of/IN canadians/NNPS believe/VBP the/DT federal/JJ government/NN have/VBZ a/DT clear/JJ economic/JJ plan/NN to/TO grow/VB the/DT economy/NN ./.my/PRP$ pre/JJ -/NN budg/JJ …/.
137,"in/IN a/DT nation/NN proud/JJ of/IN its/PRP$ diaspora/NNS ,/, how/WRB would/MD a/DT foreign/JJ registry/NN manage/VB the/DT nuance/NNS between/IN engagement/NN ,/, influence/NN ,/, …/NFP"
138,march/NNP 28/CD us/NNP //SYM canada/NNP #/$ handsoffvenezuela/NNP !/.free/NNP alex/NNP saab/NNP !/.picket/NN +/CC #/$ freealexsaab/NNP postcard/NNP campaign/NNP launch/NNP !/.register/NNP @/IN …/NFP
139,#/$ cdnpoli/NNP this/DT be/VBZ what/WP you/PRP get/VBP with/IN #/$ pierrepoilievreisabsurd/JJ
140,@hedyfry/FW please/UH quit/VB make/VBG canada/NNP unaffordable/JJ ./. #/$cdnpoli/NNS
141,@scottaaitchison/NNP @pierrepoilievre/NNP nothing/NNP say/VBZ domestic/JJ terrorism/NN like/IN hold/VBG a/DT whole/JJ city/NN hostage/NN this/DT be/VBD what/WP …/NFP
142,#/$ justinflation/NNP #/NNS defundcbc/VBZ #/$ canada/NNP #/$ cdnpoli/NNS #/$ trudeaumustgo/VB #/$ trudeaufortreason/NN #/$ trudeaucorruption/NNP #/NN climatescam/NN …/NFP
143,"hear/VB hear/VB who/WP need/VBZ to/TO worry/VB about/IN honesty/NN and/CC truth/NN when/WRB you/PRP 've/VBP get/VBN global/JJ ,/, national/NNP piss/NNP -/HYPH post/NNP ,/, sun/NNP media/NNP ,/, ctv/NNP and/CC …/NFP"
144,lot/NNS of/IN effort/NN involve/VBN with/IN the/DT pre/JJ -/JJ budget/JJ reveal/NN of/IN a/DT finance/NN minister/NN 's/POS shoe/NNS --/: careful/JJ selection/NN of/IN the/DT retail/NN …/NFP
145,@hollyanndoan/NNP how/WRB much/JJ in/IN #/$ oilandgas/NNP subsidy/NNS in/IN 2022/CD ?/.how/WRB much/JJ do/VBD #/$ ottawaoccupation/NNP cost/NN ?/. #/$cdnpoli/NNP #/$ socksvacationhair/NN #/$ cdnmedia/NNP #/$ senc/NN
146,canada/NNP 🇨/NNP 🇦/NNP have/VBZ job/NNS and/CC public/JJ support/NN for/IN #/NNS immigrant/NNS but/CC it/PRP do/VBZ not/RB have/VB the/DT housing/NN by/IN @fabiandawson/NNP @newcdnmedia/ADD …/NFP
147,@globalnew/NNS the/DT truth/NN will/MD come/VB out/RP ;/: i/PRP be/VBP guess/VBG that/IN mr/NNP dong/NNP be/VBZ innocent/JJ and/CC that/IN global/JJ have/VBZ libel/VBN he/PRP in/IN the/DT …/NFP
148,maybe/RB the/DT federal/JJ government/NN respect/VB provincial/JJ sovereignty/NN ?/. #/$cdnpoli/NNS
149,@iluvhikingjen/NNP @noangelforme/IN canadians/NNPS need/VBP voice/NN on/IN more/JJR than/IN token/VBN election/NN issue/NNS present/VBN by/IN give/VB we/PRP clear/JJ vot/NNP …/NFP
150,we/PRP have/VBP youdaf/NNP (/-LRB- evidently/RB a/DT racist/NN )/-RRB- in/IN government/NN in/IN canada/NNP ;/: his/PRP$ name/NN be/VBZ @thejagmeetsingh/NNP he/PRP think/VBZ white/JJ people/NNS ar/NNP …/NFP
151,'/`` tory/NNS have/VBP drop/VBN the/DT ball/NN '/'' :/: sunak/NNP challenge/VBD on/IN crime/NN plan/NN during/IN essex/NNP q&amp;a/NN video/NN |/NN global/JJ #/_SP canpoli/NNP #/NNS politic/NNS …/NFP
152,"@douglastodd/NNP @stevesaretsky/NN what/WP i/PRP can/MD not/RB understand/VB be/VBZ why/WRB mayor/NNS and/CC province/NNS be/VBP not/RB speak/VBG out/RP ,/, consider/VBG t/NN …/NFP"
153,"canadian/NNS need/VBP voice/NN on/IN more/JJR than/IN token/VBN election/NN issue/NNS present/VBN by/IN give/VB we/PRP clear/JJ vote/NNS on/IN trade/NNP ,/, foreign/NNP policy/NNP a/DT …/NFP"
154,"exactly/RB ,/, we/PRP be/VBP no/RB more/RBR accepted/JJ than/IN we/PRP be/VBD decade/NNS ago/RB ./.eg/XX most/RBS #/$ housing/NN #/$ discrimination/NN case/NNS r/NN base/VBN on/IN …/NFP"
155,@garossino/NN it/PRP be/VBZ true/JJ @sarahfischer/NN _/NFP _/NFP #/$ cdnpol/NN
156,why/WRB applaud/VB something/NN that/WDT be/VBZ an/DT insult/NN to/IN woman/NNS ?/.get/VBG appoint/VBN not/RB because/IN of/IN your/PRP$ intelligence/NN or/CC ability/NN be/VBZ …/NFP
157,"🇪/NNS 🇺/CD uefa/NNP #/$ euro2024/NNP qualifying/NNP match/NNP day/NNP #/$ austria/NNP 🇦/NN 🇹/NNP vs./IN 🇪/NNP 🇪/NNP #/$ estonia/NNP 🔴/, live/JJ stream/NNP on/IN joyful/NNP iptv/NNP …/."
158,"two/CD third/NNS of/IN canadians/NNPS with/IN #/$ disability/NNS face/VBP barrier/NNS on/IN #/$ plane/NNS ,/, train/NNS ./."
159,this/DT excise/NN tax/NN be/VBD first/RB implement/VBN in/IN 2001/CD ./.it/PRP have/VBZ increase/VBN every/DT april/NNP 1st/NN since/IN then/RB ./.include/VBG from/IN 2006/CD -/SYM 201/CD …/NFP
160,"compete/VBG news/NN organization/NNS should/MD be/VB piss/VBN at/IN global/NNP news/NNP ,/, this/DT story/NN could/MD well/RB be/VB another/DT significant/JJ blow/NN to/IN …/NFP"
161,'/`` tory/NNS have/VBP drop/VBN the/DT ball/NN '/'' :/: sunak/NNP challenge/VBD on/IN crime/NN plan/NN during/IN essex/NNP q&amp;a/NN video/NN |/NN global/JJ #/_SP canpoli/NNP #/NNS politic/NNS …/NFP
162,@long17_de/NNP she/PRP be/VBZ tweet/VBG what/WP @pierrepoilievre/NNP want/VBZ she/PRP to/TO tweet/VB or/CC she/PRP would/MD not/RB be/VB tweet/VBG it./NNP 🙂/NNS #cdnpoli/NNP #/NNS cdnmedi/VB
163,'/`` tory/NNS have/VBP drop/VBN the/DT ball/NN '/'' :/: sunak/NNP challenge/VBD on/IN crime/NN plan/NN during/IN essex/NNP q&amp;a/NN video/NN |/NN global/JJ #/_SP canpoli/NNP #/NNS politic/NNS …/NFP
164,'/`` tory/NNS have/VBP drop/VBN the/DT ball/NN '/'' :/: sunak/NNP challenge/VBD on/IN crime/NN plan/NN during/IN essex/NNP q&amp;a/NN video/NN |/NN global/JJ #/_SP canpoli/NNP #/NNS politic/NNS …/NFP
165,@aaronhoyland/NFP @monsieurjaxon/NNS i/PRP think/VBP @michaelfordto/NN be/VBZ your/PRP$ argument/NN make/VBN ./. #/$onpoli/NNP #/$ cdnpol/NN
166,@jonkay/NNP critical/NNP theories/NNPS be/VBZ go/VBG to/TO take/VB canada/NNP from/IN develop/VBN to/IN develop/VBG ./.we/PRP be/VBP in/IN a/DT crisis/NN and/CC it/PRP seem/VBZ th/NN …/NFP
167,#/$ peepeedespotindiaper/NNS run/VBZ on/IN law/NNP and/CC order/NNP platform/NN !/.ignore/VBZ all/DT law/NNS for/IN self/NN ./.run/NNS from/IN all/DT consequence/NNS ./.how/WRB be/VBZ …/NFP
168,who/WP sign/VBD a/DT 31/CD year/NN deal/NN with/IN china/NNP that/WDT allow/VBZ it/PRP to/TO do/VB whatever/WDT they/PRP want/VBP ?/.harper/NN ./.we/NNP have/VBD 3/CD external/JJ forensic/JJ au/NN …/NFP
169,"communication/NN reports/NNPS :/: march/NNP 20/CD ,/, 2023/CD ,/, to/IN march/NNP 26/CD ,/, 2023/CD #/$ cdnpoli/NNS #/$ lobby/VBG"
170,ottawa/NNP 's/POS slow/JJ rollout/NN of/IN internet/NN to/IN first/NNP nations/NNP create/VBG economic/JJ rift/NN :/: audit/NN
171,#/$ icymi/NNP |/NN the/DT @chmlbillkelly/NNP podcast/NNP :/: key/JJ issue/NNS #/$ biden/NNP &/CC amp/NNP ;/: #/$ trudeau/NNP tackle/VBD ;/: will/MD the/DT #/NNS liberal/NNS survive/VBP this/DT …/NFP
172,@bobroy22759501/NN @borasca0107/-RRB- @photorobitaille/NN @pierrepoilievre/NNP who/WP sign/VBD a/DT 31/CD year/NN deal/NN with/IN china/NNP that/WDT allow/VBZ it/PRP …/.
173,"@fordnation/NN clown/NNP boy/NN ,/, we/PRP have/VBP a/DT */JJ right/NN */JJ to/TO be/VB safe/JJ in/IN ttc/NNP ,/, it/PRP ’/VBZ not/RB a/DT matter/NN of/IN */NFP deserving/JJ ./. */NFPwe/PRP pay/VBP for/IN it/PRP ./.violen/NNP …/NFP"
174,by/IN request/NN and/CC give/VBN current/JJ event/NNS …/NFP sonyasavage/NN dot/NN can/MD have/VBZ be/VBN update/VBN ./. #/$abpoli/FW #/$ ableg/NNP #/NNP cdnpol/NN
175,check/VB out/RP #/$ regina/NNP water/NN pollution/NN #/NNS asbestos/NN ./. #/$sakpoli/NNS #/$ longplainfirstnation/NN #/$ cdnpoli/NNS
176,"@sarahfischer/NN _/NFP _/NFP hey/UH sarah/NNP ,/, what/WDT qualification/NNS do/VBP poilievre/NNP and/CC scheer/NNP have/VBP to/TO lead/VB the/DT cpc/NNP ?/.both/DT take/VBD 10/CD year/NNS to/IN …/NFP"
177,imagine/VB disable/VBG comment/NNS while/IN call/VBG a/DT strong/JJ woman/NN who/WP say/VBZ the/DT quiet/JJ part/NN out/IN loud/JJ lame/NN ./.🥴/VBZ a/DT reaction/NN like/IN c/NN …/NFP
178,imagine/VB believe/VBG this/DT ./.😐/PRP #/$ cdnpoli/NNS
179,a/DT summary/NN of/IN the/DT @oag_bvg/NN report/NN can/MD be/VB find/VBN here/RB [/XX with/IN infographic/NN ]/-RRB- :/:
180,thread/NN :/: you/PRP may/MD be/VB wonder/VBG to/TO which/WDT report/NN from/IN @oag_bvg/NNP this/DT tweet/NN by/IN @gudie/NNP refer/VBZ ./.the/DT auditor/NNP general/NNP relea/NNS …/NFP
181,"as/IN a/DT greek/NNP -/HYPH canadian/NNP ,/, i/PRP would/MD like/VB to/TO thank/VB peace/NN activist/NN @yvesengler/NN for/IN lambaste/VBG justin/NNP trudeau/NNP at/IN greece/NNP ’s/POS ind/NNP …/NFP"
182,on/IN that/DT note/NN :/: here/RB ’/VBZ another/DT conversation/NN between/IN criminal/JJ defence/NN lawyer/NNS about/IN #/$ selfdefence/NN law/NNS in/IN 🇨/NNP 🇦/NNP 👇/_SP 🏻/NN …/NFP
183,i/PRP just/RB meet/VBD a/DT painfully/RB obnoxious/JJ boat/NN salesperson/NN who/WP be/VBZ hope/VBG for/IN a/DT fiscally/RB tight/JJ federal/JJ budget/NN tomorrow/NN so/RB mor/RB …/NFP
184,2023/CD #/ADD shaughnessycohen/NNP prize/NNP jury/NN announce/VBD ⬇/VBD ️#cdnpoli/CD #/NN polipen/NN
185,"so/RB will/MD trudeau/NNP demand/VB his/PRP$ mps/NN stop/NN attend/VBG #/$ ccp/NNP united/NNP front/NNP group/NNP events/NNPS &/CC amp/NN ;/: accept/VBG their/PRP$ $/NN ?/. ""/``interference/NNP fr/RB …/NFP"
186,@spencerfernando/JJ amongst/IN other/JJ thing/NNS this/DT be/VBZ a/DT delicate/JJ international/JJ relation/NNS matter/NN with/IN a/DT superpower/NN ./.it/PRP be/VBZ not/RB …/NFP
187,"i/PRP tweet/VBD yesterday/NN morning/NN on/IN the/DT passing/NN of/IN #/$ fatherrobertassaly/NNP ./.in/IN action/NN or/CC voice/NN ,/, he/PRP be/VBD tireless/RB in/IN pursuit/NN o/NN …/NFP"
188,"when/WRB canadian/NNS be/VBP already/RB struggle/VBG with/IN the/DT cost/NN of/IN living/NN ,/, the/DT liberals/NNPS plan/VBP to/TO raise/VB taxis/NNS on/IN your/PRP$ favourite/JJ b/NN …/."
189,@thejagmeetsingh/UH you/PRP know/VBP what/WP would/MD make/VB life/NN more/RBR affordable/JJ for/IN canadians/NNPS ?/.1)demand/VBP the/DT pm/NNP quit/VBD print/VBG 💰/CD 2/CD give/NN …/NFP
190,@thejagmeetsingh/NNP consistently/RB crap/VBZ the/DT bed/NN in/IN election/NNS 2/CD the/DT point/NN where/WRB the/DT #/NNS ndp/NNPS be/VBP bring/VBG up/RP the/DT rear/NN of/IN par/NN …/NFP
191,the/DT #/$ shaughnessycohen/NNP prize/NNP be/VBZ award/VBN annually/RB to/IN #/$ nonfiction/NN book/NNS that/WDT have/VBP the/DT potential/NN to/TO influence/VB thinking/NN …/NFP
192,"a/DT must/MD read/VB from/IN a/DT very/RB smart/JJ guy/NN ./. ""/``10/CD thing/NNS i/PRP be/VBP watch/VBG for/IN in/IN tuesday/NNP 's/POS federal/JJ budget/NN ./. ""/'' #/$cdnpoli/NNS #/$ onpoli/NNS …/NFP"
193,"@pierrepoilievre/NNP do/VBZ not/RB have/VB the/DT gut/NNS to/TO go/VB after/IN #/NNS pricefixe/VBG by/IN #/$ bigoil/NN ,/, #/$ telecom/NNS ,/, &/CC amp/NNP ;/: #/$ grocer/NNS ./.so/RB he/PRP blame/VBZ tr/NNP …/NFP"
194,a/DT multitude/NN of/IN issue/NNS ./.same/JJ outcome/NNS ./.female/NNS lose/VBP ./. #/$cdnpoli/NNS #/VBZ bcpoli/VB
195,"#/$ freedumbconvoy/FW #/$ tamaralich/NNP #/$ christopherbarber/NNP #/$ cdnpoli/NNP tamara/NNP lich/NNP ,/, christopher/NNP barber/NNP trial/NNP :/: jurisdiction/NNP debate/NNP …/NFP"
196,"oh/UH man/NN ,/, @handongontario/NNP 's/POS come/VBG for/IN you/PRP @scoopercooper/NNP @coruspr/NNS @globalnews/NNP ./. #/$cdnpoli/NNS"
197,"shine/VB the/DT light/NN on/IN interference/NN ./.give/VBN the/DT allegation/NNS ,/, mp/NNP dong/NNP deserve/VBZ inquiry/NN ./.as/IN we/PRP vote/VBD for/IN it/PRP ,/, parliamenta/NNP …/NFP"
198,"come/VB election/NN season/NN ,/, i/PRP be/VBP surprised/JJ by/IN how/WRB many/JJ people/NNS think/VBP that/IN a/DT list/NN of/IN goal/NNS be/VBZ the/DT same/JJ thing/NN as/IN a/DT plan/NN to/TO ac/VB …/NFP"
199,merica/NNP ./.where/WRB your/PRP$ gun/NNS matter/VBP more/JJR than/IN your/PRP$ children/NNS live/VBZ ./.can/MD we/PRP build/VB a/DT wall/NN and/CC keep/VB these/DT sick/JJ people/NNS out/RP …/.
200,here/RB be/VBZ how/WRB it/PRP work/VBZ in/IN #/$ china/NNP with/IN the/DT #/JJ ccp/NNP government/NN .../NFP via/IN @serpentza/XX ex/NNP resident/NN of/IN china/NNP ./. #/$world/NNP #/$ us/NNP #/$ canada/NNP …/NFP
201,@yuenpauwoo/VB it/PRP ’/VBZ time/NN for/IN you/PRP to/TO resign/VB ./.your/PRP$ a/DT disgrace/NN to/IN our/PRP$ senate/NNP and/CC to/IN all/DT thing/NNS canada/NNP ./. #/$cdnpoli/NNS chinese/JJ g/NN …/NFP
202,imagine/VB be/VBG sarah/NNP fischer/NNP the/DT spokesperson/NN for/IN man/NNS who/WP hate/VBP woman/NNS ./. #/$cdnpolitic/NNS #/$ cdnpoli/NNS #/$ misogyny/NN
203,"""/`` where/WRB injustice/NN hold/VBZ sway/NN ,/, let/VB ’s/NN insist/VB on/IN justice/NN be/VBG do/VBN ./. ""/''you/PRP be/VBP in/IN a/DT position/NN to/IN no/DT only/RB insist/VB on/IN just/RB …/."
204,you/PRP can/MD do/VB justice/NN for/IN athlete/NNS and/CC survivor/NNS of/IN abuse/NN in/IN #/$ cdnsport/NN by/IN acknowledge/VBG any/DT one/CD of/IN the/DT survivor/NNS who'v/NN …/NFP
205,"b.c./NNP landslide/VBZ back/RB in/IN motion/NN ,/, expert/NNS say/VBP"
206,#/$ pierrepoilievreislyingtoyou/JJ financial/JJ source/NN of/IN #/$ peepees/NNP sudden/JJ leap/NNP 2/CD success/NN be/VBZ suspicious/JJ ./. #/$kryptoputz/NNP give/VBZ te/IN …/NFP
207,"@wearecanproud/NN opportunity/NNP lose/VBD ,/, he/PRP should/MD have/VB support/VBN the/DT trucker/NNS convoy/NN ,/, the/DT work/VBG class/NN ,/, who/WP say/VBD ,/, ""/`` stop/VB t/NN …/NFP"
208,conspiracy/NN theorist/NNS 88/CD -/SYM 0/CD but/CC who/WP be/VBZ keep/VBG track/NN ?/. ?/. #/$cdnpoli/NNS rip/NNP #/_SP jfk/NNP
209,#/$ news/NN :/: a/DT few/JJ dozen/NN international/JJ student/NNS be/VBP face/VBG removal/NN from/IN canada/NNP after/IN spend/VBG year/NNS work/VBG here/RB and/CC thou/IN …/NFP
210,@hocchamber/NNP when/WRB the/DT electorate/NN be/VBZ leave/VBN out/RP and/CC our/PRP$ vote/NN be/VBZ pointless/JJ we/PRP have/VBP to/TO revolt/VB liberals/NNPS conservatives/NNPS and/CC …/NFP
211,#/$ justinflation/NNP #/NNS defundcbc/VBZ #/$ canada/NNP #/$ cdnpoli/NNS #/$ trudeaumustgo/VB #/$ trudeaufortreason/NN #/$ trudeaucorruption/NNP #/NN climatescam/NN …/NFP
212,bill/NNP #/$ c234/NNS will/MD extend/VB the/DT exemption/NN from/IN carbon/NN pricing/NN for/IN on/IN -/HYPH farm/NN use/NNS of/IN propane/NN and/CC natural/JJ gas/NN for/IN necessary/JJ …/NFP
213,"accord/VBG to/IN the/DT independent/JJ parliamentary/NNP budget/NNP officer/NNP ,/, #/$ debt/NN servicing/NN cost/NNS be/VBP on/IN track/NN to/TO double/VB by/IN 2028/CD ,/, fr/NNP …/NFP"
214,pinstripe/NNS at/IN age/NN 22/CD this/DT dude/NN look/VBZ like/IN a/DT barrel/NN of/IN fun/NN #/NNS cdnpoli/NNS
215,#/$ justinflation/NNP #/NNS defundcbc/VBZ #/$ canada/NNP #/$ cdnpoli/NNS #/$ trudeaumustgo/VB #/$ trudeaufortreason/NN #/$ trudeaucorruption/NNP #/NN climatescam/NN …/NFP
216,#/$ tixtok/NN be/VBZ a/DT chinese/JJ company/NN ./.by/IN law/NN it/PRP must/MD cooperate/VB with/IN china/NNP spy/NN agency/NNS ./. #/$bantixtox/NNP article/NNP 7/CD :/: all/DT organi/RB …/.
217,"i/PRP wonder/VBP how/WRB many/JJ people/NNS look/VBP at/IN the/DT @ourcommon/NNS twin/NNS at/IN the/DT table/NN and/CC think/VB ""/`` wow/UH -/: all/DT middle/JJ aged/JJ bald/JJ white/JJ man/NNS …/NFP"
218,"logging/NN ,/, forest/NN loss/NN may/MD have/VB awaken/VBN ancient/JJ b.c./NNP landslide/NNS ,/, at/IN cost/NN of/IN about/RB $/$ 1b/NN"
219,#/$ justinflation/NNP #/NNS defundcbc/VBZ #/$ canada/NNP #/$ cdnpoli/NNS #/$ trudeaumustgo/VB #/$ trudeaufortreason/NN #/$ trudeaucorruption/NNP #/NN climatescam/NN …/NFP
220,"by/IN unanimous/JJ consent/NN ,/, the/DT #/NNS hoc/NN adopt/VBD a/DT motion/NN to/TO amend/VB the/DT membership/NN of/IN #/$ proc/NNP ./. #/$cdnpol/NN"
221,#/$ justinflation/NNP #/NNS defundcbc/VBZ #/$ canada/NNP #/$ cdnpoli/NNS #/$ trudeaumustgo/VB #/$ trudeaufortreason/NN #/$ trudeaucorruption/NNP #/NN climatescam/NN …/NFP
222,"spectacular/JJ that/IN an/DT political/JJ organization/NNS top/JJ spokesperson/NN who/WP happen/VBZ to/TO be/VB a/DT woman/NN would/MD imagine/VB such/PDT a/DT thing/NN ,/, …/NFP"
223,"final/JJ boundary/NNS also/RB out/RB for/IN pei/NNP -/HYPH again/RB ,/, report/VB boundary/NNS no/DT adjustment/NNS (/-LRB- literally/RB a/DT few/JJ lot/NNS change/VBN since/IN 201/CD …/NFP"
224,#/$ inan/NN 56/CD meet/VBZ now/RB ./.improve/VBG graduation/NNP rates/NNPS and/CC successful/NNP outcomes/NNP for/IN indigenous/JJ student/NNS ./. #/$just/RB 56/CD meet/VBZ now/RB ./. …/NFP
225,📣/XX #/$ breaking/NN -/HYPH #/NN jedinews/NNP 🌎/JJ human/JJ rights/NNP violation/NNS by/IN the/DT college/NNP of/IN physicians/NNP after/IN haze/VBG colour/VBN doctors/NNP ⚠/_SP ️fear/NNP …/NFP
226,vote/NN result/NN :/: bill/NNP #/$ c26/NNP be/VBD adopt/VBN at/IN 2nd/JJ reading/NN and/CC refer/VBD to/IN the/DT #/$ secu/NNP committee/NN ./. #/$cdnpoli/NNS yea/NNS :/: 320/CD ✅/_SP nays/NNP :/: …/NFP
227,@bctoday/NN what/WP exactly/RB should/MD government/NNS do/VB ?/.raise/VB min/NN wage/NNS ?/.control/NN price/NNS //SYM profit/NNS ?/.rent/NN control/VBZ ?/.increase/VB welfa/NN …/.
228,#/$ inan/NNP be/VBZ meet/VBG today/NN at/IN 3:30/CD pm/NN et/NNP ./.to/TO watch/VB the/DT meeting/NN regard/VBG improve/VBG graduation/NNP rates/NNPS and/CC successful/NNP outc/NNP …/NFP
229,#/$ oggo/NNP be/VBZ meet/VBG today/NN at/IN 3:30/CD pm/NN et/NNP ./.to/TO watch/VB the/DT meeting/NN regard/VBG federal/NNP government/NNP consulting/NNP contracts/NNPS awarde/NNP …/NFP
230,#/$ just/RB be/VBZ meet/VBG today/NN at/IN 3:30/CD pm/NN et/NNP ./.to/TO watch/VB the/DT meeting/NN regard/VBG canada/NNP ’s/POS bail/NNP system/NNP :/:
231,"#/$ indu/NNP be/VBZ meet/VBG today/NN at/IN 3:30/CD pm/NN et/NNP ./.to/TO watch/VB the/DT meeting/NN regard/VBG bill/NNP #/$ c288/NNP and/CC bill/NNP #/$ c294/NNPS ,/, an/DT act/NNP to/TO amend/VB the/DT …/."
232,"#/$ cimm/NNP be/VBZ meet/VBG today/NN at/IN 3:30/CD pm/NN et/NNP ./.to/TO watch/VB the/DT meeting/NN regard/VBG bill/NNP #/NNPS s245/NNP ,/, an/DT act/NNP to/TO amend/VB the/DT citizenship/NNP ac/NNP …/NFP"
233,"people/NNS need/VBP to/TO understand/VB someone/NN can/MD be/VB guilty/JJ of/IN lousy/JJ ,/, naive/JJ reporting/NN but/CC that/DT do/VBZ not/RB constitute/VB treason/NN ./.sto/NNP …/NFP"
234,#/$ cimm/NNP 56/CD meet/VBZ now/RB ./. #/$s245/NNP ./.testimony/NN from/IN sen/NNP yonah/NNP martin/NNP and/CC #/$ cpc/NNP mp/NNP @jasrajshallan/NNP #/$ oggo/NNP 58/CD meet/VBZ now/RB ./.federal/NNP …/NFP
235,"my/PRP$ thought/NNS be/VBP with/IN the/DT family/NN ,/, family/NN ,/, and/CC colleague/NNS of/IN those/DT who/WP be/VBD lose/VBN ./.we/PRP ask/VBP these/DT individual/NNS to/TO go/VB into/IN …/NFP"
236,"the/DT clown/NNS in/IN toronto/NNP not/RB only/RB raise/VBD the/DT fare/NN ,/, they/PRP cut/VBD service/NN ,/, and/CC expect/VB people/NNS to/TO simply/RB accept/VB this/DT be/VBZ the/DT n/NN …/."
237,"this/DT be/VBZ a/DT canadian/JJ senator/NN ./.cite/VBG an/DT aljazeera/NNP story/NN ./.while/IN call/VBG member/NNS of/IN csis/NNP ""/`` leak/NN -/HYPH happy/JJ spy/NNS ""/'' #/$ cdnpoli/NNS"
238,there/EX ’/VBZ no/DT presumption/NN of/IN innocence/NN in/IN politic/NNS ./.it/PRP ’/VBZ enough/JJ for/IN canadians/NNPS to/TO look/VB at/IN trudeau/NNP bend/VBG over/IN backwar/NN …/NFP
